character_id,age,sex,height_cm,weight_kg,strength,reaction,stamina,speed,intelligence,perception,agility,endurance,stress_resistance,luck,panic,fatigue,hunger,thirst,mental_stability,focus,confidence,pain_tolerance,has_flashlight,flashlight_battery,has_knife,has_backpack,has_first_aid_kit,medkit_count,has_water,water_amount,has_food,food_amount,has_radio,level_id,level_difficulty,visibility,entity_density,entity_aggression,resource_density,maze_complexity,geometry_stability,spawn_area_danger,distance_to_nearest_entity,noise_generated,time_since_last_encounter,special_rule,survived_24h,survival_time_hours,escape_probability
13938,36,F,171.0,81.5,36.16,19.65,22.8,31.9,57.53,37.97,10.47,13.82,43.41,86.22,1.26,37.94,7.99,17.63,35.33,50.25,1.5,15.32,0,0.0,1,0,1,4,1,4.36,1,8.65,0,6,5.5,20.28,50.94,28.41,85.77,86.62,81.13,28.41,53.8,1.07,60.18,darkness,1,146.87,58.71
13939,41,F,179.8,91.6,59.14,43.71,57.13,67.69,66.9,68.74,44.58,24.98,43.88,38.71,10.92,14.82,13.22,20.53,23.34,56.25,17.31,25.83,0,0.0,0,0,1,3,1,3.81,1,7.48,1,3,3.74,53.69,67.09,19.74,73.44,31.56,53.69,19.74,43.66,4.6,70.97,none,1,185.1,76.14
13940,35,M,171.2,79.1,31.08,24.72,25.34,21.09,41.13,57.13,15.95,24.79,77.52,81.4,2.59,47.24,19.3,26.34,24.06,40.17,1.7,23.45,1,30.3,1,1,1,3,0,0.0,1,6.64,1,8,5.5,29.73,56.6,18.93,64.59,92.57,29.73,18.93,53.27,1.1,67.24,none,0,148.36,64.58
13941,37,F,170.7,86.2,41.12,34.81,33.2,39.55,54.46,45.52,16.56,24.45,64.03,52.88,7.76,37.18,33.01,36.23,51.15,52.18,6.02,23.38,0,0.0,1,1,0,0,1,1.98,1,3.62,0,0,5.5,90.92,46.12,41.1,32.83,69.17,90.92,41.1,59.15,3.32,60.8,none,1,85.82,47.12
13942,27,M,178.7,89.3,74.49,10.4,61.91,74.95,39.01,37.87,17.44,29.67,37.4,29.38,26.49,17.44,2.24,13.22,21.66,26.7,0.89,22.82,1,38.15,1,1,1,4,1,4.82,0,0.0,1,1,5.5,69.05,22.79,14.63,96.08,87.19,69.05,14.63,89.96,14.46,66.53,none,1,84.22,36.63
13943,31,M,193.8,92.9,85.26,20.03,81.75,94.16,30.82,53.76,43.67,65.22,80.05,61.82,1.66,8.38,12.98,16.43,71.29,30.95,35.37,68.94,0,0.0,1,0,0,0,0,0.0,1,5.92,0,0,5.25,87.74,44.39,32.04,57.05,22.37,87.74,32.04,69.83,1.28,70.44,none,1,179.45,83.58
13944,41,M,175.4,91.4,59.86,58.32,61.78,55.36,62.7,86.03,48.25,13.09,24.47,23.94,12.41,17.16,23.76,25.24,2.46,61.29,3.91,10.32,0,0.0,0,0,0,0,0,0.0,0,0.0,1,1,3.76,13.62,19.01,4.68,23.66,36.74,13.62,4.68,101.94,3.5,72.32,none,0,142.2,60.82
13945,28,M,172.3,82.8,56.54,9.39,56.36,58.19,43.55,29.83,17.53,28.38,40.69,55.75,10.97,10.39,0.0,7.72,18.45,37.95,4.81,19.24,1,45.5,1,1,1,4,1,5.0,1,10.0,0,1,4.76,52.36,33.74,11.89,100.0,48.26,52.36,11.89,81.44,5.97,69.71,none,0,141.24,66.97
13946,33,F,173.2,88.9,57.52,40.37,51.95,58.91,48.62,70.42,38.28,37.45,54.56,77.62,8.95,10.3,5.57,9.3,20.97,45.43,5.13,29.17,1,41.49,1,1,0,0,1,3.96,1,7.81,1,8,5.5,40.98,28.86,17.41,76.98,63.23,40.98,17.41,87.62,6.89,70.18,none,1,155.25,75.73
13947,30,M,179.7,87.4,54.14,22.28,45.69,56.09,41.18,61.45,34.59,31.87,47.21,51.0,19.89,28.1,12.83,19.46,29.65,29.86,1.29,27.19,0,0.0,1,0,1,3,1,3.74,1,7.35,1,0,5.5,58.32,74.83,59.54,72.07,93.71,58.32,59.54,28.17,5.85,55.73,none,0,74.73,32.71
13948,37,F,176.9,88.2,42.53,29.89,29.69,43.53,64.04,47.27,29.22,3.05,29.21,14.2,18.45,42.2,24.4,36.05,15.22,48.79,3.4,9.97,1,45.07,1,0,1,3,1,3.67,0,0.0,1,3,5.5,64.61,37.28,37.28,70.49,56.84,64.61,37.28,71.45,6.28,64.07,none,0,105.94,33.15
13949,36,F,169.1,91.1,33.61,22.09,32.59,36.79,70.95,32.21,17.76,4.11,6.84,81.87,5.68,24.75,17.6,20.39,5.66,69.5,0.62,3.02,1,35.91,0,0,0,0,1,2.49,1,4.69,1,4,5.5,64.35,31.75,10.98,44.15,73.68,64.35,10.98,82.55,5.15,68.68,none,1,182.4,62.71
13950,28,M,173.0,89.9,52.0,12.54,35.35,52.84,52.6,31.44,21.37,14.2,26.53,49.89,36.82,43.28,21.0,30.15,2.52,32.59,0.44,12.02,1,38.59,0,1,0,0,1,3.58,1,7.01,1,8,5.5,10.37,86.79,57.0,68.55,90.48,10.37,57.0,15.7,3.36,49.12,none,1,54.17,14.46
13951,42,M,190.6,103.0,76.43,34.74,66.22,76.57,70.64,59.35,30.98,30.99,34.89,53.0,15.88,16.63,14.33,19.85,10.93,56.25,1.88,30.25,1,46.82,0,0,1,3,1,3.46,1,6.76,0,end,5.5,27.1,40.09,27.57,65.84,77.08,27.1,27.57,70.05,7.65,65.65,trap_exit,0,168.39,57.21
13952,34,M,185.7,95.4,73.07,25.2,72.13,71.67,71.95,36.18,21.51,50.51,63.5,51.47,3.52,8.2,6.02,8.45,48.1,71.62,1.5,43.71,1,52.17,0,1,1,3,1,3.51,1,6.85,0,6,5.5,20.57,23.07,13.79,66.88,100.0,82.27,13.79,88.58,1.44,65.68,darkness,1,216.95,81.35
13953,24,F,167.7,72.2,33.25,47.14,23.76,23.14,42.31,90.49,25.78,1.0,19.5,49.18,53.16,10.82,1.48,6.3,5.32,20.71,2.94,5.49,0,0.0,1,1,1,4,1,4.74,1,9.45,1,end,5.5,28.35,61.42,48.38,94.21,49.04,28.35,48.38,50.45,10.61,71.18,trap_exit,1,119.86,45.12
13954,30,M,176.1,87.8,51.35,12.84,42.07,41.59,7.7,42.7,28.2,46.24,79.45,19.2,3.8,39.77,35.96,38.18,35.16,12.51,3.49,40.49,0,0.0,1,1,1,2,1,1.56,0,0.0,0,7,5.5,46.8,31.95,22.32,23.57,69.9,46.8,22.32,79.66,2.26,66.33,flooding,0,104.27,40.43
13955,28,M,178.5,88.0,52.0,16.98,60.05,58.87,26.33,33.59,17.65,12.25,23.6,30.66,10.75,11.68,9.13,14.72,19.45,25.56,4.57,14.87,0,0.0,0,0,0,0,1,3.89,0,0.0,1,end,3.81,79.74,17.39,3.97,75.38,39.53,79.74,3.97,103.05,1.67,71.71,trap_exit,1,134.48,59.48
13956,27,M,195.0,101.3,89.51,1.0,87.85,88.19,24.6,38.46,38.91,48.48,44.14,27.54,3.55,17.8,22.04,32.84,28.31,22.05,0.71,46.98,0,0.0,0,0,0,0,1,3.7,1,7.25,0,6,5.5,14.26,30.09,12.61,71.02,100.0,57.03,12.61,83.07,1.28,67.5,darkness,1,130.47,51.95
13957,37,F,165.7,83.6,31.22,7.01,28.51,36.48,26.0,21.43,8.08,18.82,92.7,72.1,0.71,12.5,3.56,6.26,48.69,24.93,2.11,28.52,1,23.88,1,0,0,0,1,4.06,1,8.02,1,0,5.5,54.45,45.08,7.29,79.17,86.36,54.45,7.29,67.86,0.39,69.17,none,1,175.94,73.68
13958,39,F,184.5,105.0,81.08,46.49,74.72,82.45,61.78,62.99,51.31,68.84,86.18,23.15,1.18,11.39,13.81,15.69,53.45,62.86,5.62,70.26,1,29.46,0,0,0,0,0,0.0,1,4.34,0,3,5.5,60.31,37.2,19.21,40.47,83.4,60.31,19.21,75.7,0.16,68.05,none,1,176.48,66.0
13959,29,F,186.3,85.5,76.45,19.0,60.96,67.04,43.02,37.64,30.4,27.65,47.84,13.09,11.33,53.82,75.1,75.22,19.24,34.01,3.02,32.05,0,0.0,0,0,0,0,0,0.0,0,0.0,1,5,5.5,40.64,45.17,18.94,0.76,66.43,40.64,18.94,66.12,0.6,67.38,none,0,85.85,37.97
13960,28,F,185.7,86.6,92.31,27.16,87.46,84.67,40.67,66.91,58.65,51.95,53.9,51.61,2.9,18.83,29.25,30.8,42.79,34.72,5.7,46.8,1,12.09,1,0,0,0,0,0.0,0,0.0,0,2,5.5,46.59,46.9,44.15,20.87,68.43,77.65,44.15,63.65,1.1,66.77,none,0,189.15,62.04
13961,36,F,170.3,88.8,36.46,39.75,34.3,33.8,57.11,67.97,19.67,5.05,6.85,35.9,11.67,9.54,1.19,4.44,7.36,51.03,1.37,3.3,1,56.15,1,1,1,4,1,4.69,1,9.35,1,1,5.5,74.63,44.35,16.24,93.19,70.12,74.63,16.24,69.39,6.87,69.93,none,1,158.56,56.67
13962,33,M,170.2,79.7,43.44,47.66,33.08,34.3,67.98,56.48,23.89,21.1,74.22,89.96,9.62,15.06,0.0,9.3,20.4,58.68,15.36,23.84,1,66.68,0,0,1,4,1,5.0,0,0.0,1,4,4.97,29.24,15.98,7.44,100.0,41.57,29.24,7.44,104.92,0.97,71.85,none,1,197.2,88.33
13963,43,M,187.7,105.0,86.56,29.29,89.43,92.76,66.32,46.2,42.14,77.79,82.42,23.75,3.58,7.54,11.92,12.53,19.28,60.96,6.05,73.77,0,0.0,0,0,1,2,1,1.42,0,0.0,0,8,5.5,22.3,43.16,21.47,20.48,64.77,22.3,21.47,68.61,1.19,67.65,none,1,155.6,59.63
13964,31,F,182.1,90.0,57.94,34.05,64.23,57.61,62.24,63.14,39.48,20.23,25.8,69.71,12.06,19.46,20.08,24.92,19.6,55.49,8.94,17.06,0,0.0,1,0,1,3,1,2.96,1,5.69,0,0,5.5,68.64,71.81,47.93,54.65,46.06,68.64,47.93,36.29,7.08,67.1,none,0,147.05,72.62
13965,27,F,192.6,92.5,93.32,30.27,81.46,89.18,53.83,39.82,37.33,45.35,57.16,35.68,6.01,12.45,18.6,21.02,19.73,53.47,2.42,50.06,1,26.33,1,0,0,0,0,0.0,1,4.25,0,6,5.5,8.81,55.35,13.01,39.46,78.04,35.24,13.01,55.64,3.24,68.54,darkness,0,175.88,66.56
13966,36,F,186.2,99.4,70.79,50.15,64.15,71.76,60.88,71.07,55.91,47.02,68.0,28.66,2.68,18.81,15.17,21.77,43.39,58.26,6.38,50.09,1,43.96,0,1,1,3,0,0.0,1,7.01,1,6,5.5,16.05,51.96,28.51,68.51,76.68,64.18,28.51,58.71,0.65,67.58,darkness,1,184.14,77.68
13967,21,M,175.4,80.2,51.67,10.56,48.84,58.26,27.67,47.88,21.14,15.49,22.05,66.13,9.24,13.07,15.49,16.17,17.47,27.74,3.1,12.81,0,0.0,0,0,0,0,0,0.0,1,2.21,0,end,5.41,67.6,23.35,10.28,18.04,54.03,67.6,10.28,94.28,2.76,70.39,trap_exit,1,126.25,65.79
13968,30,F,165.8,74.2,25.54,22.59,34.13,33.26,70.64,36.2,9.71,1.0,4.4,60.4,48.3,14.57,7.04,9.53,0.81,34.53,0.11,0.75,1,45.48,1,1,0,0,0,0.0,0,0.0,1,8,5.5,32.17,36.25,26.89,63.81,76.22,32.17,26.89,70.87,44.26,62.5,none,0,85.75,29.37
13969,32,F,162.0,75.4,16.94,6.18,10.97,20.86,46.18,20.8,1.03,12.87,57.45,33.96,10.31,84.95,55.11,58.53,16.47,41.78,0.75,12.76,0,0.0,0,0,0,0,1,1.57,1,2.75,1,6,5.5,7.01,45.63,41.68,23.71,100.0,28.06,41.68,49.87,5.09,50.03,darkness,0,70.41,17.03
13970,20,F,160.7,63.9,3.29,12.66,14.22,7.85,9.68,52.33,1.96,11.86,55.39,85.91,0.92,27.65,12.13,18.72,29.68,12.49,6.3,3.82,0,0.0,1,1,0,0,1,3.79,1,7.44,1,4,3.66,57.09,21.32,2.44,73.1,47.74,57.09,2.44,98.88,0.64,72.09,none,1,163.69,72.49
13971,24,F,175.9,78.4,57.18,3.26,40.72,50.59,25.76,39.1,21.59,16.5,33.81,61.4,8.18,41.47,53.91,59.11,9.78,20.65,6.57,19.17,0,0.0,1,1,0,0,0,0.0,0,0.0,0,1,5.32,27.39,61.39,37.08,32.55,35.7,27.39,37.08,47.78,6.18,66.99,none,0,124.54,59.47
13972,31,M,159.5,73.9,16.2,1.0,5.1,13.81,33.98,21.04,4.9,7.66,73.61,80.99,0.9,41.79,0.0,12.18,46.38,27.58,2.66,12.85,1,31.44,1,0,0,0,1,5.0,1,10.0,1,4,5.5,60.49,4.46,1.1,100.0,76.44,60.49,1.1,118.83,0.39,71.99,none,1,176.8,70.21
13973,38,M,182.8,105.0,79.9,30.96,72.77,71.27,55.7,57.91,48.26,57.36,64.2,77.06,13.34,17.11,18.46,27.02,32.92,45.05,18.14,50.39,1,39.5,1,1,1,3,1,3.64,1,7.14,1,6,5.5,12.22,61.49,40.54,69.86,37.21,48.9,40.54,48.37,6.54,68.07,darkness,0,190.18,87.08
13974,28,M,177.3,83.0,58.97,14.88,56.35,62.64,38.56,42.46,29.07,37.42,63.46,31.33,5.55,30.42,42.21,44.53,26.44,35.13,11.38,36.36,0,0.0,0,1,0,0,1,1.47,0,0.0,0,8,4.88,42.88,63.59,29.7,21.59,39.55,42.88,29.7,45.66,2.02,67.51,none,1,149.53,56.91
13975,35,F,166.7,87.2,41.56,25.06,37.12,25.43,40.97,53.59,16.49,17.33,45.79,53.35,28.12,30.25,23.58,25.57,9.24,32.69,3.46,20.25,0,0.0,1,0,0,0,1,1.84,0,0.0,1,7,5.5,17.71,58.74,44.96,29.67,62.59,17.71,44.96,47.25,12.38,61.94,flooding,0,94.58,37.6
13976,39,F,163.1,70.1,19.7,13.51,19.01,28.01,68.07,28.84,7.32,1.0,34.14,12.49,9.74,37.58,7.85,19.46,19.25,64.35,3.11,6.87,1,64.66,1,1,1,4,1,4.46,1,8.87,1,1,5.32,59.61,49.63,18.23,88.08,59.28,59.61,18.23,60.39,5.92,66.47,none,1,126.08,44.8
13977,26,M,174.2,83.5,48.49,23.99,35.09,52.27,37.18,55.07,33.4,4.47,23.75,52.46,51.12,43.93,45.59,45.97,5.4,17.82,0.48,10.39,0,0.0,0,0,0,0,0,0.0,0,0.0,0,5,5.5,26.09,61.21,59.24,3.93,89.04,26.09,59.24,42.63,33.75,58.71,none,0,40.17,19.89
13978,41,M,167.0,88.8,41.65,25.47,19.39,44.67,53.95,62.93,24.65,17.21,60.84,25.37,17.84,61.45,27.45,38.77,33.94,41.08,2.7,20.61,1,36.98,1,1,1,3,1,3.53,1,6.9,0,2,5.5,37.43,43.02,39.32,67.34,85.99,62.38,39.32,65.37,6.75,64.08,none,0,107.75,31.31
13979,38,F,174.2,97.4,49.62,66.31,35.94,50.54,78.46,90.93,34.63,13.99,25.15,33.86,9.35,40.04,27.41,36.72,8.97,72.51,3.9,12.21,0,0.0,1,1,1,3,0,0.0,0,0.0,1,0,5.5,35.48,41.21,21.96,62.93,62.77,35.48,21.96,74.37,5.9,71.3,none,0,115.17,56.46
13980,35,F,163.2,81.0,30.37,17.57,13.86,24.34,51.9,40.68,14.48,10.39,56.32,43.52,4.8,79.85,60.07,66.31,47.04,41.65,4.43,14.23,0,0.0,0,1,0,0,0,0.0,1,3.75,0,1,5.5,83.82,40.32,25.1,34.18,70.83,83.82,25.1,69.53,0.95,65.37,none,1,93.22,38.17
13981,37,F,186.3,105.0,86.12,56.56,75.53,78.86,71.05,85.47,70.4,17.52,27.87,61.71,27.58,8.17,3.71,13.9,18.22,49.91,13.31,17.56,1,66.02,0,1,1,4,1,4.69,1,9.35,1,0,5.5,83.73,24.97,16.8,93.2,35.8,83.73,16.8,93.93,14.39,71.62,none,1,190.42,79.86
13982,37,F,179.3,92.9,49.5,16.51,37.99,26.34,49.59,36.57,7.97,10.9,30.57,49.3,17.86,42.61,33.85,43.94,12.37,41.88,6.33,13.05,0,0.0,0,1,1,3,0,0.0,0,0.0,0,7,3.92,42.0,29.86,8.86,59.86,35.23,42.0,8.86,87.34,5.22,70.93,flooding,1,134.7,59.47
13983,39,F,187.1,102.7,72.71,30.83,65.32,63.92,63.37,44.08,33.36,34.31,50.81,48.13,2.5,22.36,6.64,22.24,28.6,56.87,7.26,33.95,1,56.07,1,1,1,4,1,4.65,1,9.26,1,1,5.5,57.22,22.22,11.77,92.16,55.78,57.22,11.77,95.21,0.99,70.09,none,1,193.36,74.59
13984,34,F,172.7,88.4,49.64,52.16,41.4,42.88,70.68,78.58,37.06,1.0,16.69,44.57,43.28,20.66,12.34,20.33,3.67,36.98,2.27,2.9,1,52.33,1,0,1,3,1,3.94,1,7.76,1,2,5.5,34.42,61.8,47.97,76.41,43.74,57.36,47.97,49.07,26.23,69.71,none,0,143.6,50.89
13985,37,F,173.6,90.3,59.3,31.11,47.43,68.55,64.85,47.55,26.77,28.76,53.27,71.78,3.91,8.18,7.99,11.91,40.4,61.95,20.72,29.04,1,48.53,1,1,1,3,0,0.0,1,7.25,1,end,3.94,84.38,46.6,16.64,71.08,29.52,84.38,16.64,67.29,1.32,70.49,trap_exit,1,189.3,85.87
13986,27,M,179.7,90.0,57.29,4.25,59.5,60.74,13.63,75.8,36.97,43.15,64.58,52.83,1.99,17.11,10.62,20.72,25.65,13.09,11.04,35.02,0,0.0,1,0,0,0,1,4.22,1,8.35,0,2,3.22,25.8,79.88,10.04,82.62,36.76,43.0,10.04,28.84,0.62,71.61,none,1,154.95,71.48
13987,33,M,179.5,89.2,62.02,25.55,44.25,66.08,60.61,55.21,26.72,22.17,45.84,46.33,5.88,35.16,17.34,31.0,32.29,52.51,4.63,28.7,0,0.0,1,1,1,3,1,4.09,1,8.08,1,0,5.5,68.3,54.93,18.65,79.76,68.55,68.3,18.65,55.65,1.45,67.93,none,1,106.14,57.04
13988,28,F,163.7,72.1,26.68,18.1,31.04,31.26,27.05,76.4,25.0,25.62,71.56,50.38,16.0,12.47,4.87,7.33,14.1,28.36,2.66,21.46,0,0.0,1,0,1,3,1,3.72,1,7.3,1,2,5.5,11.52,35.64,35.15,71.57,77.59,19.2,35.15,76.32,11.85,66.99,none,1,188.06,60.11
13989,24,M,170.3,80.0,49.22,11.99,34.82,48.82,37.48,31.65,2.59,25.88,38.97,47.88,7.22,62.45,63.84,66.26,24.18,35.42,1.47,19.76,0,0.0,0,0,1,1,0,0.0,0,0.0,1,0,5.5,59.53,84.1,33.79,15.92,76.75,59.53,33.79,19.96,3.59,56.97,none,0,131.53,30.96
13990,35,M,187.6,105.0,90.33,46.23,83.95,93.65,54.28,81.18,69.91,57.17,50.69,84.32,4.32,8.51,5.64,21.75,33.65,55.63,33.23,48.2,0,0.0,0,1,1,4,1,4.71,1,9.38,1,0,2.98,61.99,28.46,7.63,93.46,17.22,61.99,7.63,90.58,1.43,72.27,none,1,222.98,92.86
13991,42,M,172.4,91.7,36.52,34.45,25.87,42.61,48.59,99.06,36.72,36.89,99.26,89.66,1.84,30.81,6.97,16.66,21.3,43.41,5.74,34.05,1,41.72,1,1,1,4,1,4.43,0,0.0,0,0,5.5,22.49,65.74,32.03,87.41,70.19,22.49,32.03,45.48,0.9,71.39,none,1,178.52,80.48
13992,35,M,167.7,79.9,40.13,19.66,27.82,34.21,58.52,36.15,10.95,7.02,23.43,40.2,37.83,36.21,16.58,27.67,9.45,37.78,1.93,7.12,1,49.44,1,1,1,3,1,3.96,0,0.0,1,5,5.5,51.09,37.92,24.93,76.98,56.75,51.09,24.93,72.0,29.97,65.25,none,0,58.63,33.03
13993,38,F,166.6,81.0,24.52,53.38,22.63,27.04,66.38,57.5,15.55,22.52,71.43,57.91,0.13,22.81,19.73,24.17,19.55,65.55,16.91,17.66,1,38.03,0,0,1,3,1,2.88,1,5.53,1,1,2.82,27.4,21.69,0.65,52.97,37.51,27.4,0.65,98.89,0.04,72.44,none,1,196.35,80.96
13994,32,F,161.6,68.0,6.43,12.78,1.45,3.95,22.05,65.22,2.52,12.44,64.15,34.79,15.46,45.93,14.06,23.96,22.71,18.81,4.56,4.0,1,21.46,1,0,0,0,1,4.0,1,7.9,0,2,5.5,22.95,86.03,74.53,77.89,61.43,38.25,74.53,19.67,7.77,63.54,none,1,65.52,34.88
13995,32,F,173.7,84.5,30.48,31.17,31.88,32.79,54.3,52.3,13.44,9.44,31.5,5.77,39.2,1.76,2.08,3.23,15.99,34.01,18.28,10.29,0,0.0,0,1,1,3,1,3.8,1,7.47,0,8,5.5,50.86,51.81,47.52,73.33,8.2,50.86,47.52,61.81,22.27,71.22,none,1,150.74,61.6
13996,34,M,188.7,103.5,77.36,50.71,75.78,85.09,85.79,60.27,53.44,22.66,32.21,30.77,11.17,21.43,30.84,35.24,22.19,73.86,10.15,24.31,0,0.0,1,0,0,0,0,0.0,1,4.46,1,3,5.5,75.84,82.43,44.49,41.63,54.83,75.84,44.49,24.27,8.42,66.29,none,1,111.34,63.66
13997,43,F,162.5,89.7,36.64,21.89,24.01,22.25,43.35,47.52,17.24,27.95,95.49,27.09,1.14,53.42,44.41,46.85,41.64,36.91,4.34,26.36,0,0.0,1,0,1,2,0,0.0,0,0.0,0,8,5.5,44.18,78.22,36.93,21.56,75.04,44.18,36.93,27.27,0.6,61.86,none,0,99.59,42.6
13998,37,M,193.4,105.0,86.22,9.35,82.53,94.11,61.3,15.21,17.04,52.35,69.8,58.8,3.24,7.49,0.0,12.35,53.76,57.03,4.54,62.2,1,60.99,0,1,1,4,1,5.0,0,0.0,1,4,5.5,76.99,17.71,6.22,100.0,65.42,76.99,6.22,100.28,0.18,69.97,none,1,170.75,80.28
13999,40,M,181.9,92.6,76.94,41.14,66.48,66.22,82.23,51.92,34.46,25.25,44.88,19.13,7.4,23.49,31.17,37.35,18.34,71.87,13.52,30.14,1,41.7,1,1,1,2,1,2.74,1,5.23,1,3,5.5,42.97,45.6,35.15,49.78,34.87,42.97,35.15,66.55,3.94,68.39,none,0,148.38,67.26
14000,39,F,173.3,90.2,51.87,59.3,37.28,53.82,78.63,91.29,46.9,2.47,1.0,26.0,21.4,60.21,68.5,72.92,0.31,58.99,0.17,0.32,0,0.0,1,1,0,0,0,0.0,0,0.0,0,6,5.5,12.32,64.77,39.91,24.38,56.04,49.29,39.91,46.35,20.2,70.91,darkness,0,91.52,46.42
14001,36,F,172.6,89.5,52.96,47.31,44.71,49.33,40.57,84.38,39.56,24.04,36.1,57.53,21.48,41.13,33.88,44.53,10.6,37.84,5.14,21.63,1,32.98,0,0,0,0,1,3.25,1,6.3,0,0,5.5,26.25,17.66,13.64,61.1,53.25,26.25,13.64,102.57,6.69,71.6,none,0,137.68,58.58
14002,39,F,177.7,99.7,53.31,19.61,67.79,62.88,70.34,34.36,24.4,55.84,75.44,33.25,8.96,15.91,16.4,21.82,26.35,59.76,12.51,46.07,1,43.86,0,0,0,0,0,0.0,0,0.0,1,0,5.5,37.54,16.05,9.46,62.32,42.52,37.54,9.46,103.09,1.38,70.61,none,1,158.88,72.8
14003,32,M,177.4,84.9,56.2,4.36,54.78,59.87,41.64,13.97,18.91,47.63,83.64,31.98,6.34,12.02,8.3,10.4,33.4,34.57,1.73,49.14,1,24.57,1,0,1,3,1,3.01,1,5.8,1,5,5.5,38.19,16.47,14.67,55.82,89.24,38.19,14.67,94.46,2.94,64.77,none,1,151.24,57.44
14004,44,F,177.5,105.0,57.86,54.75,47.57,61.36,71.17,63.08,37.43,45.46,78.9,86.11,0.13,5.85,6.29,8.98,70.86,73.49,58.27,42.41,1,52.6,0,1,1,3,1,3.56,1,6.97,1,4,3.73,91.07,29.87,11.34,68.08,22.68,91.07,11.34,88.51,0.07,71.95,none,1,220.21,96.26
14005,40,F,169.5,93.7,50.55,10.57,30.01,22.01,78.3,18.43,8.51,21.58,64.71,10.29,8.46,61.19,54.0,57.79,39.99,69.82,6.47,29.98,1,23.82,0,0,0,0,1,1.67,0,0.0,1,7,5.5,59.22,69.41,46.3,25.97,58.52,59.22,46.3,33.66,4.74,56.72,flooding,0,99.32,29.64
14006,34,F,187.2,102.5,84.45,7.84,93.83,86.5,50.81,17.59,13.57,35.34,39.17,23.28,7.25,14.51,16.92,24.5,20.54,50.73,1.02,42.87,0,0.0,0,1,1,3,1,3.61,0,0.0,0,8,5.5,43.81,67.87,57.86,69.14,88.61,43.81,57.86,27.03,3.37,41.64,none,0,50.34,24.81
14007,46,F,173.3,95.9,54.54,38.4,54.78,52.19,80.24,53.22,29.87,41.19,90.89,56.36,2.6,14.49,12.5,17.26,50.8,81.57,28.12,48.47,1,57.2,0,1,1,3,1,3.45,1,6.73,1,3,5.5,56.71,39.04,29.92,65.61,42.32,56.71,29.92,73.76,2.06,68.17,none,1,227.35,87.01
14008,36,F,173.2,92.4,49.47,20.59,43.05,51.72,25.74,62.05,22.36,39.06,82.73,12.43,3.45,29.49,20.87,25.51,65.24,30.11,3.92,39.9,1,20.6,1,1,1,3,1,2.87,1,5.5,0,5,5.5,81.9,43.02,42.84,52.67,81.3,81.9,42.84,64.0,1.99,62.63,none,0,101.99,43.69
14009,29,M,186.8,97.4,83.95,1.8,78.04,73.67,4.48,36.53,28.25,42.88,53.36,41.9,2.04,5.55,0.0,9.4,17.84,8.23,7.42,43.7,1,12.98,1,0,0,0,1,5.0,1,10.0,0,4,3.18,34.05,17.18,1.25,100.0,41.05,34.05,1.25,104.06,0.34,72.26,none,1,167.69,68.2
14010,38,F,159.1,81.1,18.0,40.29,25.77,28.26,84.32,53.35,9.14,9.69,38.01,78.0,14.14,18.78,26.58,31.13,18.42,68.55,21.05,7.79,0,0.0,0,0,1,2,1,2.57,1,4.88,1,end,3.04,52.62,84.0,28.54,46.1,11.35,52.62,28.54,23.88,3.07,71.3,trap_exit,1,238.05,86.27
14011,38,F,167.5,87.9,25.5,26.8,16.12,15.99,74.1,43.98,17.71,9.22,31.42,45.22,26.81,41.66,23.38,30.64,23.31,53.0,8.71,7.97,1,46.83,0,1,1,3,1,3.24,1,6.28,1,7,5.5,78.57,36.39,29.77,60.81,46.08,78.57,29.77,75.75,15.89,67.24,flooding,1,113.4,49.35
14012,46,F,183.9,96.7,56.03,18.03,44.48,52.35,82.78,34.84,17.88,33.21,46.79,46.65,19.74,34.84,34.75,43.44,16.2,67.48,5.81,29.34,1,49.38,0,0,1,3,0,0.0,1,5.78,1,8,5.5,34.33,28.15,28.15,55.56,51.7,34.33,28.15,82.18,8.68,64.95,none,1,168.94,56.07
14013,32,M,169.4,82.1,41.04,21.53,42.35,49.27,32.96,72.09,41.38,45.18,88.67,75.68,0.51,26.35,42.2,49.26,40.7,26.15,44.69,41.76,0,0.0,1,0,0,0,0,0.0,1,4.83,0,1,2.14,46.31,11.4,1.91,45.55,8.57,46.31,1.91,111.27,0.36,72.47,none,0,210.57,87.92
14014,37,M,176.4,94.9,48.91,32.26,45.53,50.95,30.75,78.01,46.58,38.85,74.98,67.55,5.38,30.42,29.1,38.69,55.67,36.29,27.49,37.91,1,27.67,0,1,0,0,0,0.0,0,0.0,0,6,5.5,18.69,34.5,33.33,62.22,35.63,74.75,33.33,81.99,1.68,71.02,darkness,1,201.21,84.8
14015,27,M,179.5,87.1,70.29,15.12,65.68,60.39,28.32,63.28,40.28,12.05,19.58,55.43,24.97,7.46,8.06,10.39,13.87,21.03,4.02,12.89,0,0.0,1,1,1,3,1,3.16,0,0.0,0,1,4.9,70.37,20.45,9.15,59.05,41.86,70.37,9.15,98.95,11.64,71.36,none,0,141.86,60.89
14016,40,F,166.9,79.6,43.97,36.41,30.04,44.55,70.52,57.64,17.72,38.99,82.22,20.24,3.36,39.72,0.0,16.69,46.93,64.13,7.15,30.81,1,68.05,1,1,1,4,1,5.0,1,10.0,1,1,5.5,64.64,24.22,9.74,100.0,74.01,64.64,9.74,93.17,2.29,70.31,none,1,192.82,66.18
